Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
30:49.5,1101,7,FALSE,,,,922.25,20
30:50.5,883,7,FALSE,,,,,
30:51.5,884,7,FALSE,,,,,
30:52.4,827,7,FALSE,,,,,
30:53.4,898,7,FALSE,,,,,
30:54.4,936,8,FALSE,,,,,
30:55.4,852,8,FALSE,,,,,
30:56.6,1090,8,FALSE,,,,,
30:57.6,889,8,FALSE,,,,,
30:58.4,702,8,FALSE,,,,,
30:59.3,821,8,FALSE,,,,,
31:00.5,1093,8,FALSE,,,,,
31:01.6,934,8,FALSE,,,,,
31:02.5,806,7,FALSE,,,,,
31:03.9,1251,7,FALSE,,,,,
31:04.7,743,7,FALSE,,,,,
31:05.8,966,7,FALSE,,,,,
31:06.7,824,7,FALSE,,,,,
31:07.8,1021,7,FALSE,,,,,
31:08.9,924,7,FALSE,,,,,